Word	[(Document,Count)
Earth	(2, 2)  (4, 3)  (7, 1)  (8, 5) 
northernmost	(2, 1)  (8, 1) 
confluence	(2, 1)  (8, 1) 
Grande	(2, 2)  (9, 1) 
Mojinete	(2, 1) 
rivers	(2, 4)  (4, 3)  (7, 2)  (8, 3) 
Jujuy	(2, 3) 
southernmost	(2, 1)  (7, 1) 
Cape	(2, 1)  (5, 1)  (8, 1) 
P	(2, 6)  (5, 1)  (6, 1)  (7, 4) 
Tierra	(2, 6)  (7, 1)  (9, 1) 
Fuego	(2, 6) 
easternmost	(2, 1) 
Irigoyen	(2, 1) 
Misiones	(2, 6) 
westernmost	(2, 2)  (8, 1) 
Los	(2, 7) 
Glaciares	(2, 1) 
maximum	(2, 2)  (7, 1)  (8, 1) 
694	(2, 1) 
295	(2, 1) 
423	(2, 1) 
884	(2, 1) 
Paran	(2, 3) 
Salado	(2, 1) 
Negro	(2, 3) 
Pilcomayo	(2, 1) 
Bermejo	(2, 1) 
Colorado	(2, 2) 
These	(2, 2)  (4, 2)  (5, 2)  (6, 1)  (7, 10)  (8, 2)  (9, 3)  (10, 3) 
discharged	(2, 1)  (5, 1)  (10, 1) 
Sea	(2, 1)  (4, 5)  (7, 4)  (8, 23) 
shallow	(2, 1)  (8, 1) 
Shelf	(2, 1) 
unusually	(2, 1)  (10, 1) 
platform	(2, 1) 
waters	(2, 1)  (7, 3) 
ocean	(2, 1)  (4, 1)  (7, 2)  (8, 4) 
currents	(2, 3)  (8, 1) 
warm	(2, 3)  (4, 1)  (7, 4)  (8, 4) 
Current	(2, 2) 
cold	(2, 5)  (4, 1)  (7, 1)  (8, 2) 
Biodiversity	(2, 1)  (4, 2)  (8, 1) 
biodiverse	(2, 1)  (4, 1) 
hosting	(2, 2) 
ecosystem	(2, 3)  (10, 1) 
varieties	(2, 2)  (4, 2)  (7, 2) 
zones	(2, 2)  (4, 1)  (7, 5)  (8, 1)  (10, 1) 
marine	(2, 1)  (7, 1) 
Antarctic	(2, 3) 
variety	(2, 4)  (4, 5)  (5, 1)  (7, 3)  (8, 1) 
biological	(2, 1)  (10, 2) 
diversity	(2, 2)  (7, 5)  (8, 2) 
372	(2, 2) 
cataloged	(2, 5) 
vascular	(2, 1)  (4, 2)  (7, 1) 
plant	(2, 3)  (4, 3)  (7, 2)  (8, 1) 
species	(2, 6)  (4, 12)  (7, 1)  (8, 7)  (10, 2) 
038	(2, 1) 
bird	(2, 1)  (4, 1) 
14th	(2, 1)  (4, 1)  (5, 1)  (7, 5)  (8, 4) 
375	(2, 1)  (5, 1) 
mammal	(2, 1) 
12th	(2, 1)  (4, 1)  (7, 2)  (8, 4) 
338	(2, 1) 
reptilian	(2, 1) 
162	(2, 1)  (4, 1) 
amphibian	(2, 1) 
19th	(2, 6)  (4, 4)  (6, 2)  (7, 8)  (8, 9) 
pampa	(2, 4) 
virtually	(2, 2)  (4, 1) 
no	(2, 3)  (4, 2)  (5, 3)  (6, 2)  (7, 6)  (8, 3)  (9, 2)  (10, 2) 
trees	(2, 1)  (7, 3)  (8, 3) 
some	(2, 8)  (3, 2)  (4, 8)  (5, 1)  (6, 1)  (7, 21)  (8, 14)  (9, 3)  (10, 10) 
imported	(2, 1)  (7, 2) 
sycamore	(2, 1) 
eucalyptus	(2, 1) 
present	(2, 3)  (3, 1)  (4, 2)  (5, 1)  (7, 1)  (8, 6) 
roads	(2, 2) 
towns	(2, 2)  (10, 1) 
estates	(2, 1) 
estancias	(2, 1) 
tree	(2, 1)  (4, 1)  (8, 1) 
evergreen	(2, 1) 
Omb	(2, 1) 
soils	(2, 1) 
deep	(2, 1)  (4, 1)  (5, 2)  (7, 1) 
black	(2, 1)  (4, 1)  (7, 1) 
color	(2, 1) 
primarily	(2, 3)  (7, 4)  (8, 5)  (10, 1) 
mollisols	(2, 1) 
humus	(2, 1) 
makes	(2, 2)  (4, 2)  (7, 2)  (8, 2)  (10, 1) 
agriculturally	(2, 1) 
productive	(2, 1)  (7, 1) 
decimating	(2, 1) 
commercial	(2, 2)  (4, 5)  (7, 2)  (8, 2) 
agriculture	(2, 3)  (4, 3)  (7, 1) 
western	(2, 1)  (4, 3)  (7, 13)  (8, 14) 
pampas	(2, 1) 
receive	(2, 1)  (5, 2)  (7, 1) 
less	(2, 2)  (4, 4)  (7, 3)  (8, 5)  (10, 4) 
rainfall	(2, 1)  (7, 2) 
dry	(2, 2)  (4, 4)  (7, 2) 
plain	(2, 1)  (4, 1)  (7, 1)  (8, 2) 
grasses	(2, 1)  (7, 1) 
steppe	(2, 1)  (8, 1) 
Parks	(2, 3) 
network	(2, 4)  (4, 9)  (7, 1) 
parks	(2, 4)  (8, 1) 
cover	(2, 1)  (3, 3)  (5, 1)  (8, 3)  (10, 1) 
varied	(2, 1)  (7, 1)  (8, 1) 
terrains	(2, 1) 
biotopes	(2, 1)  (7, 1) 
Barit	(2, 1) 
northern	(2, 2)  (4, 6)  (7, 10)  (8, 14) 
continent	(2, 2)  (4, 1)  (7, 3)  (8, 22) 
Administraci	(2, 1) 
Parques	(2, 1) 
Nacionales	(2, 1) 
Administration	(2, 1)  (4, 1) 
agency	(2, 2)  (7, 1) 
preserves	(2, 1)  (10, 1) 
manages	(2, 1) 
Natural	(2, 2)  (10, 1) 
monuments	(2, 2)  (8, 2) 
Reserves	(2, 1) 
Forest	(2, 1)  (4, 1)  (7, 1) 
Landscape	(2, 1)  (4, 1)  (7, 1) 
Integrity	(2, 1)  (4, 1)  (7, 1) 
mean	(2, 1)  (4, 1)  (7, 3)  (8, 1)  (10, 1) 
ranking	(2, 3)  (4, 6)  (5, 1)  (7, 2) 
47th	(2, 1) 
globally	(2, 3)  (4, 2)  (5, 1)  (7, 1) 
172	(2, 1)  (4, 1)  (7, 1) 
Climate	(2, 2)  (4, 3)  (7, 1)  (8, 1) 
climate	(2, 3)  (4, 5)  (7, 13)  (8, 8) 
types	(2, 2)  (4, 1)  (7, 2)  (10, 2) 
moderate	(2, 1)  (4, 1)  (7, 1) 
arid	(2, 3)  (4, 2)  (7, 3)  (8, 2) 
determined	(2, 1)  (5, 1)  (8, 1)  (10, 2) 
expanse	(2, 1) 
latitude	(2, 1)  (4, 1)  (7, 2)  (8, 5) 
altitude	(2, 1)  (7, 2)  (8, 1) 
relief	(2, 1)  (4, 1)  (5, 1)  (7, 1)  (8, 2) 
features	(2, 1)  (5, 1)  (7, 1)  (8, 1) 
areas	(2, 7)  (4, 11)  (5, 1)  (7, 21)  (8, 16)  (9, 2)  (10, 1) 
generally	(2, 1)  (4, 1)  (7, 2)  (8, 2)  (9, 1)  (10, 2) 
temperate	(2, 2)  (8, 3) 
exceptional	(2, 1) 
ranging	(2, 1)  (4, 2)  (7, 2)  (8, 1)  (9, 1) 
subtropical	(2, 2)  (4, 1)  (7, 2) 
polar	(2, 1)  (8, 1) 
Consequently	(2, 1)  (8, 1) 
biomes	(2, 1) 
rain	(2, 1)  (8, 1) 
forests	(2, 1)  (4, 4)  (8, 4) 
regions	(2, 4)  (4, 7)  (7, 11)  (8, 12) 
plains	(2, 2)  (4, 1)  (7, 1)  (8, 4) 
Pampas	(2, 4) 
subantarctic	(2, 1) 
average	(2, 9)  (4, 7)  (7, 9)  (8, 11)  (10, 1) 
annual	(2, 4)  (4, 4)  (5, 2)  (8, 3)  (9, 1) 
precipitation	(2, 5) 
ranges	(2, 1)  (4, 3)  (7, 1)  (8, 2) 
150	(2, 1)  (4, 2)  (8, 2)  (10, 3) 
millimetres	(2, 2) 
driest	(2, 1) 
parts	(2, 9)  (4, 1)  (5, 2)  (7, 2)  (8, 14) 
Patagonia	(2, 5) 
79	(2, 2)  (5, 2) 
northeastern	(2, 1)  (4, 1)  (7, 3) 
Mean	(2, 1) 
temperatures	(2, 3)  (7, 2)  (8, 7) 
77	(2, 2)  (5, 1)  (8, 1) 
wind	(2, 6)  (4, 1)  (7, 4)  (8, 1) 
cool	(2, 1)  (7, 3) 
Pampero	(2, 1) 
Winds	(2, 1) 
blowing	(2, 1) 
flat	(2, 1) 
blow	(2, 2)  (8, 2) 
winter	(2, 2)  (4, 2)  (5, 1)  (7, 4) 
mild	(2, 1)  (8, 1) 
Sudestada	(2, 1) 
usually	(2, 4)  (5, 2)  (8, 3)  (10, 2) 
moderates	(2, 1)  (7, 1) 
brings	(2, 1) 
heavy	(2, 1)  (4, 3)  (7, 3)  (8, 1) 
rains	(2, 1) 
rough	(2, 1) 
seas	(2, 1)  (4, 2)  (8, 3) 
flooding	(2, 1) 
autumn	(2, 1) 
coast	(2, 2)  (7, 11)  (8, 6) 
estuary	(2, 1) 
Zonda	(2, 3) 
hot	(2, 1)  (7, 4)  (8, 1) 
affects	(2, 1) 
Cuyo	(2, 1) 
Squeezed	(2, 1) 
moisture	(2, 1) 
685	(2, 1) 
descent	(2, 3)  (8, 1) 
winds	(2, 1)  (4, 2)  (8, 1) 
hours	(2, 1)  (3, 1)  (5, 3)  (7, 3) 
gusts	(2, 1) 
120	(2, 1)  (4, 3)  (5, 2) 
h	(2, 1)  (4, 2)  (7, 1) 
75	(2, 1)  (5, 1)  (8, 1)  (9, 1) 
mph	(2, 1)  (4, 2)  (7, 1) 
fueling	(2, 1) 
wildfires	(2, 1) 
damage	(2, 1)  (10, 5) 
blows	(2, 1) 
snowstorms	(2, 1) 
blizzard	(2, 1) 
viento	(2, 1) 
blanco	(2, 1) 
affect	(2, 1)  (8, 1) 
elevations	(2, 1) 
predicted	(2, 1)  (4, 1)  (5, 1) 
effects	(2, 1)  (4, 1)  (5, 1)  (8, 1) 
living	(2, 2)  (4, 8)  (7, 2)  (8, 2) 
changing	(2, 1)  (4, 1)  (5, 1) 
regards	(2, 1)  (4, 1)  (7, 1)  (10, 1) 
patterns	(2, 2)  (10, 1) 
increases	(2, 1)  (10, 2) 
1960	(2, 1) 
eastern	(2, 1)  (4, 2)  (7, 3)  (8, 7) 
variability	(2, 1) 
risk	(2, 1) 
prolonged	(2, 1)  (4, 1)  (7, 1) 
droughts	(2, 1)  (8, 1) 
disfavoring	(2, 1) 
Politics	(2, 1)  (4, 1)  (6, 2)  (7, 1)  (8, 1) 
experienced	(2, 2)  (4, 2)  (7, 3)  (8, 2) 
reversals	(2, 1) 
overthrew	(2, 1)  (4, 2) 
alternated	(2, 1) 
periods	(2, 2)  (4, 1)  (7, 1)  (8, 1)  (10, 2) 
restricted	(2, 1)  (4, 2)  (6, 1)  (10, 1) 
scale	(2, 1)  (4, 5)  (8, 1)  (10, 4) 
reestablished	(2, 1)  (4, 1) 
endured	(2, 2) 
02	(2, 1) 
regarded	(2, 2)  (4, 2)  (5, 3)  (7, 1)  (8, 1) 
robust	(2, 1) 
predecessors	(2, 1)  (4, 1) 
democracies	(2, 1)  (6, 1) 
republic	(2, 1)  (4, 2)  (6, 2)  (7, 1)  (9, 3) 
representative	(2, 2)  (4, 1) 
regulated	(2, 1)  (7, 1) 
checks	(2, 1) 
balances	(2, 1) 
defined	(2, 1)  (8, 3)  (10, 1) 
supreme	(2, 1)  (7, 3) 
document	(2, 1)  (10, 1) 
seat	(2, 1)  (4, 1) 
designated	(2, 2)  (4, 2)  (7, 2)  (8, 1) 
Suffrage	(2, 1) 
equal	(2, 1)  (4, 1)  (5, 3)  (10, 1) 
mandatory	(2, 3) 
branches	(2, 1)  (7, 1)  (9, 1) 
Legislative	(2, 3)  (7, 1) 
branch	(2, 3)  (4, 2)  (6, 1)  (7, 3)  (9, 4) 
consists	(2, 2)  (4, 4)  (7, 2)  (9, 1) 
bicameral	(2, 2)  (7, 1) 
Chamber	(2, 3)  (4, 1) 
Deputies	(2, 2)  (7, 2) 
law	(2, 4)  (4, 5)  (5, 1)  (6, 4)  (7, 12)  (8, 3)  (9, 3)  (10, 1) 
declares	(2, 1)  (4, 1)  (9, 1) 
approves	(2, 1) 
treaties	(2, 1) 
purse	(2, 1) 
impeachment	(2, 1) 
remove	(2, 1)  (4, 1) 
sitting	(2, 1) 
represents	(2, 2)  (4, 1)  (7, 1) 
257	(2, 1) 
voting	(2, 1)  (7, 1) 
Seats	(2, 1) 
apportioned	(2, 1) 
tenth	(2, 2)  (3, 1)  (5, 4)  (10, 1) 
deputies	(2, 1) 
Province	(2, 3)  (4, 4) 
populous	(2, 2)  (4, 4)  (7, 1)  (8, 2) 
Senators	(2, 1) 
72	(2, 1)  (10, 2) 
large	(2, 6)  (4, 13)  (7, 14)  (8, 18)  (9, 1)  (10, 6) 
seats	(2, 2)  (7, 1) 
candidates	(2, 1) 
presented	(2, 1)  (3, 1)  (4, 1)  (5, 4) 
must	(2, 3)  (4, 1)  (5, 1)  (6, 3)  (7, 2)  (10, 7) 
Executive	(2, 3)  (9, 2) 
commander	(2, 2)  (5, 1)  (6, 1)  (7, 1)  (9, 2) 
chief	(2, 2)  (7, 3) 
veto	(2, 1) 
bills	(2, 1) 
Congressional	(2, 1) 
override	(2, 1) 
appoints	(2, 1) 
Cabinet	(2, 1) 
administer	(2, 1) 
enforce	(2, 1) 
directly	(2, 1)  (4, 2)  (5, 1)  (7, 1)  (9, 1) 
vote	(2, 1)  (4, 1)  (5, 1)  (7, 3) 
serves	(2, 2)  (4, 1)  (9, 2)  (10, 1) 
Judicial	(2, 2) 
includes	(2, 2)  (4, 6)  (7, 4)  (8, 5) 
lower	(2, 3)  (4, 5)  (7, 5)  (8, 1)  (10, 3) 
interpret	(2, 1)  (6, 1) 
overturn	(2, 1)  (5, 1) 
find	(2, 1)  (5, 1)  (7, 1)  (10, 1) 
approval	(2, 2)  (4, 1)  (7, 1) 
serve	(2, 1)  (4, 1)  (6, 1)  (7, 2) 
Council	(2, 2)  (4, 5)  (7, 4)  (8, 9)  (9, 1)  (10, 1) 
Magistracy	(2, 1) 
secretariat	(2, 1) 
representatives	(2, 1)  (4, 1)  (5, 1)  (6, 1)  (7, 2) 
lawyers	(2, 1)  (5, 4) 
researchers	(2, 1)  (10, 1) 
purposes	(2, 2)  (9, 1) 
departments	(2, 1) 
municipalities	(2, 1)  (4, 2)  (7, 5) 
except	(2, 2)  (4, 1)  (8, 3) 
partidos	(2, 1) 
communes	(2, 1)  (4, 1) 
hold	(2, 1)  (7, 2)  (10, 2) 
chose	(2, 1)  (8, 1) 
delegate	(2, 1) 
republics	(2, 1) 
contradict	(2, 1) 
Beyond	(2, 1)  (6, 1)  (7, 1) 
fully	(2, 1)  (4, 2)  (7, 1)  (8, 1)  (9, 1) 
freely	(2, 1) 
manage	(2, 1)  (7, 2) 
natural	(2, 4)  (4, 1)  (5, 1)  (8, 5)  (10, 4) 
financial	(2, 2)  (4, 4)  (5, 1)  (7, 2)  (10, 1) 
resources	(2, 3)  (4, 1)  (7, 2)  (8, 1)  (10, 7) 
legislatures	(2, 1)  (7, 1) 
others	(2, 4)  (4, 5)  (7, 4)  (8, 1)  (10, 3) 
unicameral	(2, 1) 
ones	(2, 3)  (4, 1)  (7, 1)  (8, 1) 
cities	(2, 4)  (4, 11)  (7, 10)  (8, 6)  (10, 2) 
surrounding	(2, 1)  (4, 1)  (7, 1) 
countrysides	(2, 1) 
intervention	(2, 1)  (4, 1)  (7, 2) 
cabildos	(2, 1) 
Anarchy	(2, 1) 
XX	(2, 1) 
shaping	(2, 1)  (4, 2)  (6, 2)  (8, 1) 
thirteen	(2, 2) 
Salta	(2, 5) 
1834	(2, 1)  (10, 1) 
fourteen	(2, 1)  (4, 2) 
seceding	(2, 1) 
accepted	(2, 1)  (4, 1)  (7, 2)  (8, 2) 
An	(2, 4)  (4, 3)  (5, 3)  (7, 4)  (8, 4)  (10, 3) 
frontiers	(2, 1)  (8, 1) 
bases	(2, 1)  (9, 2) 
establishment	(2, 1)  (4, 3)  (7, 1)  (8, 2)  (9, 4) 
governorates	(2, 1)  (8, 1) 
Formosa	(2, 2) 
Neuqu	(2, 3) 
Chubut	(2, 3) 
frontier	(2, 1)  (7, 1)  (8, 1) 
dispute	(2, 1)  (7, 1) 
1900	(2, 2)  (7, 1)  (8, 2) 
Territory	(2, 1)  (7, 1)  (8, 1) 
lands	(2, 1)  (7, 1)  (8, 4) 
incorporated	(2, 2)  (4, 1)  (9, 2) 
Catamarca	(2, 2) 
1953	(2, 3)  (4, 1) 
Ant	(2, 1)  (5, 1) 
rtida	(2, 1) 
e	(2, 1)  (3, 1)  (4, 6)  (7, 1)  (8, 1)  (10, 2) 
Islas	(2, 2) 
ntico	(2, 1) 
Sur	(2, 1) 
1990	(2, 3)  (4, 5)  (8, 2)  (10, 1) 
components	(2, 2)  (8, 2) 
nominal	(2, 1)  (4, 7)  (7, 2)  (8, 1) 
because	(2, 4)  (3, 1)  (4, 6)  (5, 5)  (8, 5)  (10, 3) 
overlaps	(2, 2)  (8, 1) 
similar	(2, 5)  (5, 1)  (6, 1)  (8, 2) 
comprises	(2, 1)  (4, 1)  (8, 1) 
disputed	(2, 1)  (4, 3)  (7, 1) 
Overseas	(2, 2)  (7, 1)  (8, 1) 
Territories	(2, 2)  (8, 1) 
Foreign	(2, 5)  (4, 2)  (6, 2)  (7, 2) 
policy	(2, 1)  (4, 13)  (7, 5)  (8, 2)  (9, 1)  (10, 2) 
handled	(2, 1) 
Affairs	(2, 2)  (4, 1)  (6, 1)  (9, 2) 
Worship	(2, 1) 
answers	(2, 1) 
economies	(2, 3)  (4, 7)  (8, 5) 
UN	(2, 3)  (4, 4)  (7, 3)  (8, 4)  (9, 1) 
WBG	(2, 1) 
WTO	(2, 1)  (4, 2)  (7, 1) 
OAS	(2, 1) 
Security	(2, 4)  (4, 4)  (7, 2)  (9, 2)  (10, 1) 
participating	(2, 2)  (4, 1) 
peacekeeping	(2, 2) 
operations	(2, 3)  (9, 13)  (10, 1) 
Haiti	(2, 3) 
Cyprus	(2, 2)  (7, 1)  (8, 3) 
Sahara	(2, 1)  (7, 1)  (8, 1) 
Middle	(2, 1)  (4, 2)  (7, 11)  (8, 15) 
East	(2, 2)  (4, 17)  (7, 4)  (8, 17)  (9, 7) 
described	(2, 1)  (4, 3)  (5, 4)  (7, 2)  (8, 6) 
prominent	(2, 2)  (7, 2)  (8, 1)  (10, 1) 
co	(2, 1)  (4, 1)  (5, 1)  (7, 7) 
OEI	(2, 1)  (7, 1) 
CELAC	(2, 1) 
block	(2, 2)  (7, 1)  (8, 1) 
partners	(2, 1)  (7, 1) 
Since	(2, 5)  (4, 11)  (5, 2)  (7, 5)  (8, 2)  (10, 3) 
integration	(2, 1)  (8, 5) 
supranational	(2, 1) 
functions	(2, 1)  (7, 2) 
priority	(2, 1) 
965	(2, 1) 
597	(2, 1) 
819	(2, 1) 
oldest	(2, 1)  (4, 3)  (5, 4)  (7, 1)  (9, 1) 
continuous	(2, 1)  (7, 1)  (10, 1) 
1904	(2, 2) 
fall	(2, 2)  (4, 2)  (7, 1)  (8, 8)  (9, 2) 
provisions	(2, 1)  (4, 2)  (7, 1)  (9, 1) 
1961	(2, 1)  (4, 2)  (5, 1)  (8, 1) 
Treaty	(2, 2)  (4, 1)  (7, 4)  (8, 2)  (9, 1) 
signatory	(2, 1) 
consulting	(2, 1) 
Secretariat	(2, 1) 
disputes	(2, 1)  (4, 5) 
Malvinas	(2, 2) 
administered	(2, 2)  (7, 2) 
Rome	(2, 2)  (5, 1)  (7, 1)  (8, 8) 
Statute	(2, 1)  (7, 2) 
Criminal	(2, 1) 
OECD	(2, 1)  (4, 1)  (7, 7) 
Armed	(2, 4)  (7, 2)  (9, 11) 
holds	(2, 1)  (4, 2)  (5, 1)  (10, 3) 
Forces	(2, 3)  (7, 2)  (9, 24) 
framework	(2, 2)  (4, 2)  (6, 1)  (8, 1)  (10, 1) 
imposes	(2, 2) 
strict	(2, 1)  (4, 1) 
separation	(2, 1)  (7, 1)  (8, 1)  (10, 1) 
defense	(2, 6)  (4, 2)  (6, 1)  (9, 4)  (10, 1) 
Defense	(2, 3)  (4, 1)  (9, 6) 
System	(2, 2)  (7, 8)  (8, 1)  (9, 3)  (10, 1) 
exclusive	(2, 1)  (10, 1) 
responsibility	(2, 1)  (7, 1)  (8, 1)  (9, 2) 
coordinated	(2, 3)  (7, 1)  (8, 1) 
comprising	(2, 2)  (4, 1)  (8, 3)  (9, 2) 
Air	(2, 3)  (4, 1)  (7, 1)  (9, 3) 
Force	(2, 2)  (4, 4)  (7, 1)  (9, 10) 
Ruled	(2, 1) 
monitored	(2, 2) 
Houses	(2, 1) 
Committees	(2, 1) 
essential	(2, 1) 
legitimate	(2, 1)  (4, 2)  (8, 1)  (10, 4) 
repelling	(2, 1) 
aggression	(2, 1)  (4, 1)  (10, 2) 
guarantee	(2, 1) 
freedom	(2, 2)  (4, 9)  (5, 1)  (7, 2) 
territorial	(2, 1)  (7, 10)  (8, 1)  (10, 1) 
integrity	(2, 1) 
secondary	(2, 4)  (4, 7)  (7, 2) 
missions	(2, 2)  (9, 1) 
committing	(2, 1) 
multinational	(2, 1)  (7, 1) 
friendly	(2, 1)  (3, 2)  (5, 4)  (10, 1) 
sub	(2, 3)  (7, 1)  (8, 1)  (10, 1) 
Military	(2, 1)  (4, 4)  (7, 2)  (9, 5)  (10, 2) 
service	(2, 1)  (4, 1)  (5, 1)  (6, 1)  (9, 5) 
voluntary	(2, 1) 
enlistment	(2, 1)  (9, 1) 
conscription	(2, 1)  (4, 1)  (7, 1) 
historically	(2, 4)  (4, 1)  (8, 4)  (10, 2) 
equipped	(2, 1) 
managing	(2, 2)  (3, 1) 
weapon	(2, 2)  (4, 1)  (9, 1)  (10, 1) 
research	(2, 6)  (4, 5)  (5, 1)  (7, 3)  (10, 1) 
facilities	(2, 3)  (4, 2)  (9, 1) 
shipyards	(2, 1) 
ordnance	(2, 1) 
plane	(2, 1) 
factories	(2, 1)  (4, 1) 
declined	(2, 1)  (4, 1)  (5, 2)  (7, 1) 
steadily	(2, 2)  (7, 1)  (8, 1) 
budget	(2, 3)  (4, 4)  (7, 1) 
74	(2, 2)  (4, 2)  (7, 1) 
historical	(2, 1)  (4, 2)  (7, 8)  (8, 2)  (10, 3) 
minimum	(2, 1) 
Within	(2, 1)  (5, 1)  (7, 2)  (8, 2)  (10, 2) 
defence	(2, 1)  (3, 2) 
funding	(2, 1)  (4, 1) 
maintenance	(2, 1)  (9, 1) 
significantly	(2, 2)  (4, 9)  (5, 1)  (7, 1)  (8, 1)  (10, 1) 
cut	(2, 1)  (8, 4) 
factor	(2, 1)  (4, 1)  (5, 2)  (6, 1)  (7, 1)  (10, 2) 
contributing	(2, 1)  (5, 1)  (6, 1)  (8, 1)  (10, 1) 
accidental	(2, 1) 
submarine	(2, 1) 
actively	(2, 1)  (4, 1) 
restrict	(2, 1) 
modest	(2, 2) 
Argentinian	(2, 1) 
modernization	(2, 1)  (9, 2) 
result	(2, 4)  (4, 3)  (5, 3)  (6, 1)  (7, 6)  (8, 6)  (10, 9) 
erosion	(2, 1)  (4, 1) 
capabilities	(2, 1)  (10, 1) 
arguing	(2, 1)  (5, 1)  (10, 1) 
2010s	(2, 1)  (4, 1)  (5, 1) 
ceased	(2, 1)  (8, 1) 
Interior	(2, 3)  (6, 2) 
jointly	(2, 1)  (5, 1) 
subscribing	(2, 1) 
provincial	(2, 4)  (4, 2)  (7, 3) 
Justice	(2, 1) 
ministries	(2, 2)  (4, 1) 
enforced	(2, 2)  (4, 2) 
Federal	(2, 1) 
Police	(2, 2)  (5, 1)  (9, 1) 
Prefecture	(2, 1) 
fulfills	(2, 1)  (9, 1) 
guard	(2, 2) 
duties	(2, 1)  (5, 1)  (9, 1) 
Gendarmerie	(2, 1) 
tasks	(2, 1) 
Airport	(2, 2)  (5, 2) 
respective	(2, 2)  (7, 2)  (8, 1)  (9, 1) 
agencies	(2, 1)  (4, 2) 
warships	(2, 1) 
cargo	(2, 1)  (4, 1) 
planes	(2, 1) 
1991	(2, 3)  (8, 4) 
Gulf	(2, 2)  (4, 1)  (8, 4)  (9, 1)  (10, 1) 
mandate	(2, 1)  (9, 2) 
multiple	(2, 2)  (4, 1)  (5, 4)  (7, 1) 
locations	(2, 2)  (7, 2)  (8, 1) 
UNPROFOR	(2, 1) 
Croatia	(2, 1)  (5, 1)  (8, 2) 
Bosnia	(2, 1)  (5, 2)  (8, 1) 
Fonseca	(2, 1) 
UNFICYP	(2, 1) 
Marines	(2, 1) 
contingent	(2, 2) 
MINUSTAH	(2, 1) 
maintain	(2, 1)  (4, 1)  (5, 1)  (6, 1)  (8, 1) 
Kosovo	(2, 1) 
SFOR	(2, 1) 
EUFOR	(2, 1) 
combat	(2, 1)  (3, 1)  (4, 1)  (9, 7)  (10, 7) 
engineers	(2, 1)  (4, 1) 
embedded	(2, 1) 
brigade	(2, 1)  (9, 2) 
helicopters	(2, 1)  (9, 1) 
boats	(2, 1) 
water	(2, 1)  (4, 4)  (7, 2)  (8, 11)  (10, 1) 
purification	(2, 1) 
plants	(2, 1)  (4, 3)  (7, 3)  (8, 1) 
worst	(2, 1)  (5, 1)  (6, 1) 
floods	(2, 1) 
humanitarian	(2, 1)  (8, 1)  (10, 2) 
responses	(2, 1) 
earthquakes	(2, 1) 
Economy	(2, 1)  (4, 1)  (7, 1)  (8, 2) 
Benefiting	(2, 1) 
rich	(2, 2)  (4, 2)  (5, 1)  (6, 1)  (7, 1) 
literate	(2, 1)  (10, 1) 
diversified	(2, 2)  (4, 2) 
export	(2, 1)  (4, 1)  (7, 5) 
oriented	(2, 1)  (4, 1)  (8, 3) 
agricultural	(2, 2)  (4, 4)  (7, 7)  (8, 3) 
rating	(2, 1) 
considerable	(2, 1)  (7, 1)  (8, 2) 
market	(2, 1)  (4, 17)  (5, 1)  (7, 1)  (8, 3) 
size	(2, 1)  (4, 4)  (7, 1)  (8, 1)  (10, 1) 
share	(2, 1)  (4, 2)  (7, 1)  (8, 3) 
tech	(2, 1)  (4, 2) 
Access	(2, 1)  (4, 1) 
biocapacity	(2, 5) 
global	(2, 6)  (3, 1)  (4, 20)  (7, 5)  (8, 4)  (10, 1) 
hectares	(2, 3)  (4, 1)  (7, 1) 
person	(2, 3)  (5, 2)  (10, 1) 
ecological	(2, 1)  (4, 1)  (7, 1)  (10, 1) 
footprint	(2, 1) 
consumption	(2, 4)  (4, 2)  (7, 2) 
contains	(2, 1)  (4, 1)  (8, 2) 
reserve	(2, 1)  (4, 2)  (9, 5) 
emerging	(2, 1)  (4, 5)  (8, 2)  (10, 1) 
Historically	(2, 2)  (7, 1)  (8, 3) 
uneven	(2, 1)  (4, 1)  (7, 1) 
alternating	(2, 1) 
severe	(2, 1)  (8, 1)  (10, 1) 
recessions	(2, 1) 
maldistribution	(2, 1) 
recent	(2, 3)  (4, 4)  (7, 4)  (8, 2)  (10, 5) 
keep	(2, 1)  (7, 1) 
High	(2, 1)  (4, 3)  (7, 1)  (8, 4)  (10, 1) 
weakness	(2, 1)  (4, 1) 
trouble	(2, 1) 
To	(2, 1)  (4, 2)  (8, 2) 
deter	(2, 1) 
peso	(2, 1) 
imposed	(2, 1)  (4, 2)  (5, 1)  (6, 1)  (7, 1)  (8, 1) 
currency	(2, 1)  (4, 6)  (7, 1)  (8, 3) 
Income	(2, 1) 
distribution	(2, 1)  (3, 1)  (4, 1)  (7, 3)  (8, 1)  (10, 1) 
classified	(2, 2)  (7, 1) 
medium	(2, 2)  (7, 3)  (8, 1)  (10, 1) 
considerably	(2, 2)  (4, 2)  (7, 1)  (8, 1) 
unequal	(2, 1)  (7, 1) 
85th	(2, 1) 
Transparency	(2, 1) 
Corruption	(2, 1) 
Perceptions	(2, 1) 
improvement	(2, 2)  (5, 1)  (6, 1)  (7, 1) 
rankings	(2, 1)  (4, 1) 
standing	(2, 2)  (4, 3)  (5, 4)  (6, 1) 
default	(2, 1) 
vulture	(2, 1) 
allowing	(2, 1)  (4, 2)  (7, 1)  (8, 1) 
